,Date,h_team,a_team,Home Score,Away Score,play_off,home_odds,away_odds,season,margin,h_prevladder_score,a_prevladder_score,margins_prev_match1,margins_prev_match2,margins_prev_match3,margins_prev_match4,margins_prev_match5,win_loc
373,2016-04-23,Port Adelaide,Geelong,59,107,0,2.16,1.7,2016,-48,48.0,48.0,-23.0,40.0,-16.0,-25.0,-48.0,0
374,2016-04-23,Western Bulldogs,Brisbane,120,67,0,1.12,6.37,2016,53,56.0,16.0,-8.0,72.0,-8.0,-7.0,68.0,1
375,2016-04-23,Gold Coast,North Melbourne,81,119,0,3.05,1.38,2016,-38,18.0,52.0,55.0,43.0,15.0,-7.0,-34.0,0
376,2016-04-23,Sydney,West Coast,88,49,0,1.61,2.3,2016,39,64.0,66.0,-52.0,28.0,34.0,52.0,13.0,1
377,2016-04-22,Hawthorn,Adelaide,112,109,0,1.41,2.91,2016,3,64.0,54.0,74.0,29.0,12.0,11.0,5.0,1
378,2016-04-17,North Melbourne,Fremantle,132,101,0,1.23,4.15,2016,31,52.0,68.0,11.0,-73.0,13.0,-38.0,-53.0,1
379,2016-04-17,Collingwood,Melbourne,67,102,0,1.39,3.0,2016,-35,40.0,28.0,-37.0,25.0,33.0,83.0,42.0,0
380,2016-04-17,GWS Giants,Port Adelaide,151,65,0,1.87,1.92,2016,86,44.0,48.0,-21.0,-35.0,-75.0,-56.0,34.0,1
381,2016-04-16,Adelaide,Sydney,113,103,0,1.94,1.86,2016,10,54.0,64.0,-52.0,-63.0,-77.0,-29.0,5.0,1
382,2016-04-16,Carlton,Western Bulldogs,49,85,0,7.53,1.09,2016,-36,16.0,56.0,-11.0,28.0,-28.0,18.0,-27.0,0
383,2016-04-16,Brisbane,Gold Coast,107,94,0,3.04,1.38,2016,13,16.0,18.0,-14.0,-64.0,54.0,-53.0,33.0,1
384,2016-04-16,Hawthorn,St Kilda,87,84,0,1.1,7.08,2016,3,64.0,26.0,63.0,145.0,46.0,35.0,30.0,1
385,2016-04-16,Essendon,Geelong,42,72,0,10.34,1.04,2016,-30,24.0,48.0,-69.0,-9.0,-28.0,-67.0,4.0,0
386,2016-04-15,West Coast,Richmond,125,57,0,1.22,4.28,2016,68,66.0,60.0,20.0,-17.0,-41.0,10.0,57.0,1
387,2016-04-10,Geelong,Brisbane,125,56,0,1.04,11.7,2016,69,48.0,16.0,56.0,62.0,25.0,1.0,-5.0,1
388,2016-04-10,Western Bulldogs,Hawthorn,90,93,0,2.05,1.77,2016,-3,56.0,64.0,-70.0,-62.0,-19.0,-72.0,-46.0,0
389,2016-04-10,North Melbourne,Melbourne,136,131,0,1.13,6.03,2016,5,52.0,28.0,35.0,30.0,41.0,122.0,54.0,1
390,2016-04-09,West Coast,Fremantle,92,59,0,1.32,3.36,2016,33,66.0,68.0,24.0,-30.0,-7.0,-19.0,-28.0,1
391,2016-04-09,Gold Coast,Carlton,95,41,0,1.15,5.5,2016,54,18.0,16.0,-34.0,-39.0,-43.0,12.0,-119.0,1
392,2016-04-09,Sydney,GWS Giants,93,68,0,1.39,3.01,2016,25,64.0,44.0,89.0,21.0,46.0,-32.0,129.0,1
393,2016-04-09,Richmond,Adelaide,92,128,0,1.89,1.93,2016,-36,60.0,54.0,-36.0,10.0,38.0,-19.0,22.0,0
394,2016-04-09,St Kilda,Collingwood,119,90,0,2.33,1.61,2016,29,26.0,40.0,-74.0,-86.0,-26.0,-6.0,-19.0,1
395,2016-04-08,Port Adelaide,Essendon,112,51,0,1.11,6.78,2016,61,48.0,24.0,13.0,-2.0,-30.0,-50.0,-25.0,1
396,2016-04-03,Carlton,Sydney,71,131,0,4.38,1.21,2016,-60,16.0,64.0,-60.0,-71.0,-24.0,-22.0,-22.0,0
397,2016-04-03,Hawthorn,West Coast,99,53,0,2.22,1.66,2016,46,64.0,66.0,46.0,-32.0,14.0,44.0,20.0,1
398,2016-04-03,GWS Giants,Geelong,89,76,0,2.66,1.46,2016,13,44.0,48.0,-27.0,-7.0,-59.0,-65.0,0,1
399,2016-04-02,Fremantle,Gold Coast,100,126,0,1.23,4.14,2016,-26,68.0,18.0,7.0,48.0,45.0,7.0,50.0,0
400,2016-04-02,St Kilda,Western Bulldogs,36,93,0,3.88,1.25,2016,-57,26.0,56.0,-6.0,7.0,-23.0,-9.0,76.0,0
401,2016-04-02,Brisbane,North Melbourne,83,117,0,3.82,1.27,2016,-34,16.0,52.0,-72.0,-82.0,4.0,-87.0,12.0,0
402,2016-04-02,Essendon,Melbourne,80,67,0,5.76,1.14,2016,13,24.0,28.0,9.0,-1.0,148.0,-6.0,-33.0,1
403,2016-04-02,Adelaide,Port Adelaide,144,86,0,1.94,1.86,2016,58,54.0,48.0,3.0,-24.0,23.0,-54.0,-4.0,1
404,2016-04-01,Collingwood,Richmond,87,86,0,2.04,1.78,2016,1,40.0,60.0,-91.0,-5.0,38.0,34.0,21.0,1
405,2016-03-28,Geelong,Hawthorn,116,86,0,2.12,1.71,2016,30,48.0,64.0,-36.0,-62.0,-36.0,-23.0,19.0,1
406,2016-03-27,West Coast,Brisbane,166,102,0,1.03,11.96,2016,64,66.0,16.0,53.0,12.0,26.0,98.0,-2.0,1
407,2016-03-27,Port Adelaide,St Kilda,133,100,0,1.14,5.65,2016,33,48.0,26.0,63.0,70.0,5.0,4.0,-56.0,1
408,2016-03-27,Western Bulldogs,Fremantle,103,38,0,1.62,2.28,2016,65,56.0,68.0,-13.0,-38.0,-28.0,-38.0,46.0,1
409,2016-03-26,North Melbourne,Adelaide,107,97,0,1.43,2.81,2016,10,52.0,54.0,-77.0,7.0,-36.0,-9.0,-1.0,1
410,2016-03-26,Sydney,Collingwood,133,53,0,1.58,2.37,2016,80,64.0,40.0,11.0,-20.0,-29.0,47.0,26.0,1
411,2016-03-26,Gold Coast,Essendon,121,60,0,1.14,5.93,2016,61,18.0,24.0,2.0,-19.0,-43.0,-17.0,-139.0,1
412,2016-03-26,Melbourne,GWS Giants,80,78,0,2.45,1.55,2016,2,28.0,44.0,26.0,-45.0,-64.0,-32.0,-37.0,1
413,2016-03-24,Richmond,Carlton,92,83,0,1.23,4.11,2016,9,60.0,16.0,30.0,27.0,12.0,-20.0,-10.0,1
414,2015-10-03,West Coast,Hawthorn,61,107,1,2.39,1.58,2015,-46,44.0,68.0,32.0,-14.0,-44.0,-20.0,-50.0,0
415,2015-09-26,West Coast,North Melbourne,80,55,1,1.19,4.74,2015,25,44.0,56.0,-10.0,-38.0,2.0,96.0,2.0,1
416,2015-09-25,Fremantle,Hawthorn,67,94,1,2.25,1.65,2015,-27,64.0,68.0,-72.0,19.0,-58.0,-15.0,-42.0,0
417,2015-09-19,Sydney,North Melbourne,51,77,1,1.62,2.3,2015,-26,68.0,56.0,16.0,71.0,-43.0,39.0,36.0,0
418,2015-09-18,Hawthorn,Adelaide,135,61,1,1.3,3.56,2015,74,68.0,44.0,29.0,12.0,11.0,5.0,56.0,1
419,2015-09-13,Richmond,North Melbourne,88,105,1,1.58,2.38,2015,-17,48.0,56.0,41.0,-35.0,-28.0,-62.0,-4.0,0
420,2015-09-12,Western Bulldogs,Adelaide,102,109,1,1.9,1.9,2015,-7,28.0,44.0,57.0,-9.0,17.0,-52.0,-18.0,0
421,2015-09-12,Fremantle,Sydney,69,60,1,1.33,3.35,2015,9,64.0,68.0,14.0,-24.0,-17.0,25.0,0.0,1
422,2015-09-11,West Coast,Hawthorn,96,64,1,2.39,1.57,2015,32,44.0,68.0,-14.0,-44.0,-20.0,-50.0,-25.0,1
423,2015-09-06,Collingwood,Essendon,92,95,0,1.28,3.65,2015,-3,44.0,50.0,20.0,-64.0,23.0,79.0,-46.0,0
424,2015-09-06,Melbourne,GWS Giants,103,77,0,2.35,1.59,2015,26,16.0,24.0,-45.0,-64.0,-32.0,-37.0,41.0,1
425,2015-09-05,West Coast,St Kilda,125,30,0,1.04,10.33,2015,95,44.0,16.0,53.0,33.0,25.0,4.0,30.0,1
426,2015-09-05,Sydney,Gold Coast,127,64,0,1.04,10.57,2015,63,68.0,40.0,52.0,35.0,41.0,72.0,70.0,1
427,2015-09-05,Hawthorn,Carlton,113,56,0,1.01,14.36,2015,57,68.0,30.0,138.0,28.0,15.0,50.0,12.0,1
428,2015-09-05,Port Adelaide,Fremantle,122,53,0,1.06,8.64,2015,69,56.0,64.0,-7.0,22.0,-8.0,18.0,-74.0,1
429,2015-09-05,Brisbane,Western Bulldogs,130,122,0,4.24,1.22,2015,8,28.0,28.0,-72.0,8.0,7.0,-68.0,67.0,1
430,2015-09-05,Geelong,Adelaide,119,80,0,2.16,1.69,2015,39,68.0,44.0,38.0,-2.0,27.0,-50.0,11.0,1
431,2015-09-04,Richmond,North Melbourne,108,67,0,1.08,8.03,2015,41,48.0,56.0,-35.0,-28.0,-62.0,-4.0,-13.0,1
432,2015-08-30,Fremantle,Melbourne,108,54,0,1.07,8.37,2015,54,64.0,16.0,68.0,63.0,95.0,90.0,61.0,1
433,2015-08-30,St Kilda,Sydney,38,135,0,4.16,1.23,2015,-97,16.0,68.0,-71.0,-59.0,-16.0,-29.0,28.0,0
434,2015-08-30,Adelaide,West Coast,126,69,0,2.01,1.78,2015,57,44.0,44.0,-56.0,-31.0,86.0,-6.0,49.0,1
435,2015-08-29,Essendon,Richmond,47,74,0,6.35,1.12,2015,-27,50.0,48.0,-13.0,-18.0,50.0,-39.0,29.0,0
436,2015-08-29,Gold Coast,Port Adelaide,51,88,0,3.22,1.35,2015,-37,40.0,56.0,-9.0,-17.0,-38.0,-48.0,3.0,0
437,2015-08-29,North Melbourne,Western Bulldogs,73,96,0,1.63,2.27,2015,-23,56.0,28.0,50.0,29.0,54.0,54.0,-18.0,0
438,2015-08-29,Hawthorn,Brisbane,134,62,0,1.02,12.6,2015,72,68.0,28.0,48.0,58.0,65.0,42.0,75.0,1
439,2015-08-29,GWS Giants,Carlton,132,51,0,1.2,4.59,2015,81,24.0,30.0,78.0,8.0,-94.0,-67.0,0,1
440,2015-08-28,Geelong,Collingwood,62,110,0,1.41,2.93,2015,-48,68.0,44.0,41.0,11.0,-6.0,-31.0,-12.0,0
441,2015-08-23,West Coast,Western Bulldogs,162,85,0,1.3,3.56,2015,77,44.0,28.0,-10.0,65.0,-22.0,70.0,49.0,1
442,2015-08-23,Carlton,Melbourne,78,55,0,3.08,1.38,2015,23,30.0,16.0,-23.0,61.0,58.0,76.0,47.0,1
443,2015-08-23,North Melbourne,Fremantle,94,83,0,1.66,2.23,2015,11,56.0,64.0,-73.0,13.0,-38.0,-53.0,98.0,1
444,2015-08-22,Adelaide,Brisbane,131,44,0,1.07,8.81,2015,87,44.0,28.0,13.0,105.0,19.0,-10.0,5.0,1
445,2015-08-22,St Kilda,Geelong,97,97,0,4.4,1.21,2015,0,16.0,68.0,-96.0,-101.0,-42.0,-28.0,-1.0,0
446,2015-08-22,Gold Coast,Essendon,97,95,0,1.52,2.52,2015,2,40.0,50.0,-19.0,-43.0,-17.0,-139.0,0,1
447,2015-08-22,GWS Giants,Sydney,44,133,0,2.53,1.52,2015,-89,24.0,68.0,-21.0,-46.0,32.0,-129.0,-30.0,0
448,2015-08-22,Collingwood,Richmond,56,147,0,2.92,1.41,2015,-91,44.0,48.0,-5.0,38.0,34.0,21.0,71.0,0
449,2015-08-21,Hawthorn,Port Adelaide,86,108,0,1.07,8.64,2015,-22,68.0,56.0,-8.0,3.0,-14.0,45.0,72.0,0
450,2015-08-16,Fremantle,West Coast,80,104,0,1.64,2.26,2015,-24,64.0,44.0,30.0,7.0,19.0,28.0,28.0,0
451,2015-08-16,Western Bulldogs,Melbourne,153,55,0,1.22,4.28,2015,98,28.0,16.0,-39.0,6.0,16.0,20.0,-3.0,1
452,2015-08-16,Richmond,Gold Coast,138,55,0,1.12,6.34,2015,83,48.0,40.0,-18.0,9.0,-2.0,-15.0,0,1
453,2015-08-15,Brisbane,Carlton,131,67,0,1.64,2.27,2015,64,28.0,30.0,9.0,7.0,-13.0,-36.0,-91.0,1
454,2015-08-15,Geelong,Hawthorn,85,121,0,4.17,1.23,2015,-36,68.0,68.0,-62.0,-36.0,-23.0,19.0,-5.0,0
455,2015-08-15,Port Adelaide,GWS Giants,111,90,0,1.26,3.91,2015,21,56.0,24.0,35.0,75.0,56.0,-34.0,0,1
456,2015-08-15,North Melbourne,St Kilda,120,83,0,1.16,5.23,2015,37,56.0,16.0,59.0,68.0,33.0,-65.0,-9.0,1
457,2015-08-15,Essendon,Adelaide,59,171,0,3.54,1.3,2015,-112,50.0,44.0,9.0,35.0,-4.0,11.0,-84.0,0
458,2015-08-14,Sydney,Collingwood,87,76,0,1.35,3.24,2015,11,68.0,44.0,-20.0,-29.0,47.0,26.0,-8.0,1
459,2015-08-09,St Kilda,Fremantle,59,96,0,2.72,1.46,2015,-37,16.0,64.0,58.0,71.0,-30.0,-13.0,41.0,0
460,2015-08-09,GWS Giants,Essendon,93,61,0,1.26,3.88,2015,32,24.0,50.0,-15.0,-39.0,-39.0,-66.0,0,1
461,2015-08-09,Melbourne,North Melbourne,92,127,0,3.39,1.32,2015,-35,16.0,56.0,-30.0,-41.0,-122.0,-54.0,-41.0,0
462,2015-08-08,West Coast,Hawthorn,74,88,0,2.4,1.56,2015,-14,44.0,68.0,-44.0,-20.0,-50.0,-25.0,5.0,0
463,2015-08-08,Geelong,Sydney,95,63,0,1.86,1.95,2015,32,68.0,68.0,-43.0,-110.0,44.0,21.0,34.0,1
464,2015-08-08,Brisbane,Gold Coast,100,114,0,2.57,1.51,2015,-14,28.0,40.0,-64.0,54.0,-53.0,33.0,2.0,0
465,2015-08-08,Western Bulldogs,Port Adelaide,128,64,0,1.7,2.15,2015,64,28.0,56.0,-38.0,-72.0,9.0,38.0,60.0,1
466,2015-08-08,Collingwood,Carlton,105,87,0,1.22,4.21,2015,18,44.0,30.0,75.0,15.0,34.0,41.0,17.0,1
467,2015-08-07,Adelaide,Richmond,88,52,0,2.13,1.71,2015,36,44.0,48.0,-10.0,-38.0,19.0,-22.0,-20.0,1
468,2015-08-02,Fremantle,GWS Giants,84,63,0,1.2,4.41,2015,21,64.0,24.0,76.0,113.0,95.0,0,0,1
469,2015-08-02,Essendon,Western Bulldogs,40,127,0,2.84,1.42,2015,-87,50.0,28.0,7.0,8.0,31.0,84.0,49.0,0
470,2015-08-02,Port Adelaide,St Kilda,112,49,0,1.19,4.63,2015,63,56.0,16.0,70.0,5.0,4.0,-56.0,-94.0,1
471,2015-08-01,Carlton,North Melbourne,54,118,0,5.55,1.14,2015,-64,30.0,56.0,23.0,1.0,-53.0,18.0,-29.0,0
472,2015-08-01,Gold Coast,West Coast,83,83,0,8.22,1.08,2015,0,40.0,44.0,-92.0,-52.0,-3.0,-17.0,-126.0,0
473,2015-08-01,Sydney,Adelaide,117,65,0,1.4,2.96,2015,52,68.0,44.0,63.0,77.0,29.0,-5.0,-7.0,1
474,2015-08-01,Collingwood,Melbourne,54,91,0,1.32,3.36,2015,-37,44.0,16.0,25.0,33.0,83.0,42.0,88.0,0
475,2015-08-01,Geelong,Brisbane,113,57,0,1.11,6.73,2015,56,68.0,28.0,62.0,25.0,1.0,-5.0,38.0,1
476,2015-07-31,Hawthorn,Richmond,53,71,0,1.17,5.03,2015,-18,68.0,48.0,66.0,-41.0,-62.0,63.0,3.0,0
477,2015-07-26,West Coast,Sydney,103,51,0,1.29,3.61,2015,52,44.0,68.0,-28.0,-34.0,-52.0,-13.0,-52.0,1
478,2015-07-26,Melbourne,St Kilda,46,83,0,2.04,1.79,2015,-37,16.0,16.0,-2.0,-17.0,-35.0,-25.0,-18.0,0
479,2015-07-26,Western Bulldogs,Collingwood,104,86,0,2.21,1.67,2015,18,28.0,44.0,8.0,-34.0,-21.0,-48.0,-62.0,1
480,2015-07-25,Brisbane,North Melbourne,38,110,0,4.42,1.21,2015,-72,28.0,56.0,-82.0,4.0,-87.0,12.0,-63.0,0
481,2015-07-25,Essendon,Port Adelaide,116,129,0,3.37,1.32,2015,-13,50.0,56.0,2.0,30.0,50.0,25.0,7.0,0
482,2015-07-25,Richmond,Fremantle,78,82,0,1.77,2.04,2015,-4,48.0,64.0,27.0,-20.0,27.0,-1.0,-22.0,0
483,2015-07-25,Adelaide,Gold Coast,125,80,0,1.21,4.39,2015,45,44.0,40.0,41.0,32.0,28.0,91.0,69.0,1
484,2015-07-25,GWS Giants,Geelong,42,69,0,1.78,2.03,2015,-27,24.0,68.0,-7.0,-59.0,-65.0,0,0,0
485,2015-07-24,Carlton,Hawthorn,35,173,0,14.09,1.02,2015,-138,30.0,68.0,-28.0,-15.0,-50.0,-12.0,-50.0,0
486,2015-07-19,St Kilda,Richmond,73,89,0,2.85,1.42,2015,-16,16.0,48.0,-26.0,-44.0,-64.0,-17.0,-8.0,0
487,2015-07-19,Port Adelaide,Adelaide,113,116,0,1.57,2.41,2015,-3,56.0,44.0,24.0,-23.0,54.0,4.0,9.0,0
488,2015-07-19,Melbourne,Brisbane,60,36,0,1.61,2.32,2015,24,16.0,28.0,-23.0,-19.0,-28.0,-61.0,-41.0,1
489,2015-07-18,Fremantle,Carlton,95,53,0,1.12,6.36,2015,42,64.0,30.0,5.0,36.0,-8.0,-30.0,6.0,1
490,2015-07-18,Sydney,Hawthorn,57,146,0,2.43,1.56,2015,-89,68.0,68.0,4.0,-63.0,-10.0,19.0,-54.0,0
491,2015-07-18,Collingwood,West Coast,56,87,0,2.45,1.55,2015,-31,44.0,44.0,-60.0,8.0,62.0,13.0,-49.0,0
492,2015-07-18,Gold Coast,GWS Giants,79,94,0,2.23,1.66,2015,-15,40.0,24.0,-66.0,40.0,83.0,44.0,30.0,0
493,2015-07-18,Geelong,Western Bulldogs,72,64,0,1.57,2.4,2015,8,68.0,28.0,13.0,21.0,34.0,20.0,61.0,1
494,2015-07-17,North Melbourne,Essendon,93,68,0,1.2,4.52,2015,25,56.0,50.0,11.0,12.0,-39.0,45.0,24.0,1
495,2015-07-12,Brisbane,Sydney,49,70,0,5.69,1.14,2015,-21,28.0,68.0,-79.0,-60.0,-47.0,-52.0,-65.0,0
496,2015-07-12,Hawthorn,Fremantle,115,43,0,1.4,2.95,2015,72,68.0,64.0,-19.0,58.0,15.0,42.0,56.0,1
497,2015-07-12,GWS Giants,St Kilda,84,49,0,1.69,2.17,2015,35,24.0,16.0,9.0,-7.0,-72.0,-128.0,0,1
498,2015-07-11,West Coast,Adelaide,147,91,0,1.18,4.87,2015,56,44.0,44.0,31.0,-86.0,6.0,-49.0,95.0,1
499,2015-07-11,North Melbourne,Geelong,120,79,0,2.03,1.79,2015,41,56.0,68.0,16.0,6.0,-32.0,-20.0,10.0,1
500,2015-07-11,Western Bulldogs,Gold Coast,95,73,0,1.65,2.25,2015,22,28.0,40.0,28.0,-45.0,-32.0,38.0,22.0,1
501,2015-07-11,Essendon,Melbourne,69,60,0,2.64,1.48,2015,9,50.0,16.0,-1.0,148.0,-6.0,-33.0,-19.0,1
502,2015-07-10,Richmond,Carlton,71,41,0,1.31,3.48,2015,30,48.0,30.0,27.0,12.0,-20.0,-10.0,5.0,1
503,2015-07-09,Port Adelaide,Collingwood,66,63,0,1.81,2.0,2015,3,56.0,44.0,-6.0,24.0,35.0,-24.0,-138.0,1
504,2015-07-05,Fremantle,Brisbane,84,48,0,1.03,11.65,2015,36,64.0,28.0,58.0,83.0,40.0,29.0,23.0,1
505,2015-07-05,Essendon,St Kilda,52,162,0,1.7,2.14,2015,-110,50.0,16.0,2.0,-16.0,37.0,-71.0,52.0,0
506,2015-07-04,Melbourne,West Coast,60,114,0,4.53,1.2,2015,-54,16.0,44.0,-66.0,-93.0,-94.0,-108.0,-48.0,0
507,2015-07-04,Western Bulldogs,Carlton,64,53,0,1.39,3.03,2015,11,28.0,30.0,-28.0,28.0,-18.0,27.0,68.0,1
508,2015-07-04,Gold Coast,North Melbourne,125,70,0,3.8,1.27,2015,55,40.0,56.0,43.0,15.0,-7.0,-34.0,-59.0,1
509,2015-07-04,Richmond,GWS Giants,78,69,0,1.18,4.87,2015,9,48.0,24.0,27.0,113.0,121.0,12.0,0,1
510,2015-07-03,Collingwood,Hawthorn,91,101,0,3.47,1.3,2015,-10,44.0,68.0,-65.0,-29.0,-35.0,-55.0,-38.0,0
511,2015-07-02,Sydney,Port Adelaide,94,84,0,1.44,2.76,2015,10,68.0,56.0,48.0,26.0,4.0,-18.0,22.0,1
512,2015-06-28,Carlton,Gold Coast,103,69,0,1.42,2.88,2015,34,30.0,40.0,39.0,43.0,-12.0,119.0,0,1
513,2015-06-27,St Kilda,Western Bulldogs,56,62,0,2.55,1.51,2015,-6,16.0,28.0,7.0,-23.0,-9.0,76.0,63.0,0
514,2015-06-27,Brisbane,Adelaide,69,82,0,3.55,1.3,2015,-13,28.0,44.0,-105.0,-19.0,10.0,-5.0,40.0,0
515,2015-06-27,Hawthorn,Essendon,114,76,0,1.06,9.26,2015,38,68.0,50.0,-2.0,4.0,56.0,94.0,65.0,1
516,2015-06-26,Sydney,Richmond,77,95,0,1.34,3.31,2015,-18,68.0,48.0,-3.0,11.0,47.0,-29.0,-43.0,0
517,2015-06-25,Fremantle,Collingwood,80,73,0,1.33,3.34,2015,7,64.0,44.0,70.0,27.0,-29.0,-80.0,-36.0,1
518,2015-06-21,Geelong,Melbourne,89,113,0,1.11,6.49,2015,-24,68.0,16.0,66.0,68.0,43.0,186.0,54.0,0
519,2015-06-20,Western Bulldogs,Brisbane,146,74,0,1.29,3.68,2015,72,28.0,28.0,-8.0,-7.0,68.0,-67.0,-58.0,1
520,2015-06-20,GWS Giants,North Melbourne,61,117,0,2.96,1.4,2015,-56,24.0,56.0,-75.0,-86.0,-28.0,-129.0,0,0
521,2015-06-20,Carlton,Port Adelaide,110,106,0,3.21,1.35,2015,4,30.0,56.0,-103.0,-33.0,1.0,18.0,-54.0,1
522,2015-06-19,Richmond,West Coast,70,90,0,1.88,1.93,2015,-20,48.0,44.0,17.0,41.0,-10.0,-57.0,49.0,0
523,2015-06-18,Adelaide,Hawthorn,85,114,0,2.99,1.4,2015,-29,44.0,68.0,-12.0,-11.0,-5.0,-56.0,20.0,0
524,2015-06-14,St Kilda,Melbourne,85,83,0,1.65,2.24,2015,2,16.0,16.0,17.0,35.0,25.0,18.0,20.0,1
525,2015-06-14,Collingwood,GWS Giants,119,77,0,1.65,2.25,2015,42,44.0,24.0,8.0,40.0,120.0,0,0,1
526,2015-06-13,North Melbourne,Sydney,75,91,0,2.56,1.51,2015,-16,56.0,68.0,-71.0,43.0,-39.0,-36.0,-1.0,0
527,2015-06-13,West Coast,Essendon,96,46,0,1.14,5.65,2015,50,44.0,50.0,-3.0,53.0,-7.0,-61.0,57.0,1
528,2015-06-13,Gold Coast,Fremantle,46,53,0,9.37,1.06,2015,-7,40.0,64.0,-48.0,-45.0,-7.0,-50.0,0,0
529,2015-06-12,Port Adelaide,Geelong,69,92,0,1.44,2.79,2015,-23,56.0,68.0,40.0,-16.0,-25.0,-48.0,-38.0,0
530,2015-06-08,Melbourne,Collingwood,85,110,0,3.92,1.25,2015,-25,16.0,44.0,-33.0,-83.0,-42.0,-88.0,0.0,0
531,2015-06-07,St Kilda,Hawthorn,69,132,0,12.71,1.02,2015,-63,16.0,68.0,-145.0,-46.0,-35.0,-30.0,0.0,0
532,2015-06-07,North Melbourne,West Coast,85,75,0,2.1,1.73,2015,10,56.0,44.0,38.0,-2.0,-96.0,-2.0,-25.0,1
533,2015-06-07,GWS Giants,Brisbane,97,67,0,1.08,7.65,2015,30,24.0,28.0,45.0,-60.0,-92.0,0,0,1
534,2015-06-06,Port Adelaide,Western Bulldogs,100,62,0,1.23,4.13,2015,38,56.0,28.0,72.0,-9.0,-38.0,-60.0,-36.0,1
535,2015-06-06,Essendon,Geelong,53,122,0,2.0,1.81,2015,-69,50.0,68.0,-9.0,-28.0,-67.0,4.0,-71.0,0
536,2015-06-06,Gold Coast,Sydney,41,93,0,14.72,1.02,2015,-52,40.0,68.0,-35.0,-41.0,-72.0,-70.0,0,0
537,2015-06-06,Carlton,Adelaide,90,99,0,3.43,1.31,2015,-9,30.0,44.0,5.0,32.0,-69.0,6.0,48.0,0
538,2015-06-05,Fremantle,Richmond,70,97,0,1.22,4.27,2015,-27,64.0,48.0,20.0,-27.0,1.0,22.0,12.0,0
539,2015-05-31,West Coast,Geelong,120,64,0,1.45,2.75,2015,56,44.0,68.0,-75.0,-66.0,5.0,-48.0,8.0,1
540,2015-05-31,Collingwood,North Melbourne,112,95,0,1.89,1.92,2015,17,44.0,56.0,35.0,-11.0,16.0,-30.0,117.0,1
541,2015-05-31,Brisbane,St Kilda,86,108,0,1.63,2.28,2015,-22,28.0,16.0,3.0,31.0,-13.0,-13.0,-14.0,0
542,2015-05-30,Adelaide,Fremantle,57,68,0,3.58,1.3,2015,-11,44.0,64.0,-40.0,-22.0,-7.0,10.0,28.0,0
543,2015-05-30,Richmond,Essendon,72,59,0,1.78,2.04,2015,13,48.0,50.0,18.0,-50.0,39.0,-29.0,45.0,1
544,2015-05-30,Western Bulldogs,GWS Giants,113,68,0,2.64,1.49,2015,45,28.0,24.0,-6.0,27.0,4.0,42.0,0,1
545,2015-05-30,Melbourne,Port Adelaide,54,115,0,2.74,1.46,2015,-61,16.0,56.0,-3.0,-20.0,-79.0,-28.0,-8.0,0
546,2015-05-30,Hawthorn,Gold Coast,93,40,0,1.01,16.13,2015,53,68.0,40.0,53.0,99.0,26.0,64.0,9.0,1
547,2015-05-29,Sydney,Carlton,122,62,0,1.02,15.07,2015,60,68.0,30.0,71.0,24.0,22.0,22.0,-34.0,1
548,2015-05-24,Port Adelaide,Richmond,43,76,0,1.34,3.3,2015,-33,56.0,48.0,57.0,-20.0,-41.0,0.0,-37.0,0
549,2015-05-24,Melbourne,Western Bulldogs,103,64,0,3.06,1.38,2015,39,16.0,28.0,-6.0,-16.0,-20.0,3.0,-21.0,1
550,2015-05-24,Essendon,Brisbane,136,78,0,1.22,4.39,2015,58,50.0,28.0,8.0,-10.0,67.0,36.0,-27.0,1
551,2015-05-23,Fremantle,North Melbourne,115,42,0,1.2,4.61,2015,73,64.0,56.0,-13.0,38.0,53.0,-98.0,29.0,1
552,2015-05-23,Hawthorn,Sydney,69,73,0,1.49,2.65,2015,-4,68.0,68.0,63.0,10.0,-19.0,54.0,12.0,0
553,2015-05-23,Gold Coast,Collingwood,63,132,0,3.7,1.29,2015,-69,40.0,44.0,5.0,7.0,-97.0,-54.0,0,0
554,2015-05-23,GWS Giants,Adelaide,108,84,0,1.49,2.62,2015,24,24.0,44.0,-68.0,-65.0,-135.0,-119.0,-46.0,1
555,2015-05-23,St Kilda,West Coast,78,131,0,5.03,1.18,2015,-53,16.0,44.0,-33.0,-25.0,-4.0,-30.0,21.0,0
556,2015-05-22,Geelong,Carlton,140,63,0,1.23,4.21,2015,77,68.0,30.0,6.0,5.0,16.0,12.0,2.0,1
557,2015-05-17,Brisbane,Port Adelaide,102,65,0,4.61,1.2,2015,37,28.0,56.0,-113.0,-9.0,11.0,11.0,27.0,1
558,2015-05-17,Richmond,Collingwood,105,100,0,1.97,1.83,2015,5,48.0,44.0,-38.0,-34.0,-21.0,-71.0,-82.0,1
559,2015-05-17,Western Bulldogs,Fremantle,88,101,0,3.81,1.27,2015,-13,28.0,64.0,-38.0,-28.0,-38.0,46.0,-7.0,0
560,2015-05-16,West Coast,Gold Coast,135,43,0,1.1,7.05,2015,92,44.0,40.0,52.0,3.0,17.0,126.0,18.0,1
561,2015-05-16,Sydney,Geelong,120,77,0,1.21,4.42,2015,43,68.0,68.0,110.0,-44.0,-21.0,-34.0,6.0,1
562,2015-05-16,Carlton,GWS Giants,57,135,0,2.55,1.51,2015,-78,30.0,24.0,-8.0,94.0,67.0,0,0,0
