,mid,premiership,att,win_loc,season,h_prevladder_score,a_prevladder_score,margins_prev_match1,margins_prev_match2,margins_prev_match3,margins_prev_match4,margins_prev_match5,home_team,away_team,home_odds,away_odds,date
363,2011_R18_104_108,0,23302,0,2011,12,70,0.0,0.0,0.0,0.0,0.0,Gold Coast,Collingwood,15.8,1.02,2011-07-23
364,2011_R18_107_114,0,33761,1,2011,68,24,108.0,20.0,63.0,30.0,70.0,Geelong,Richmond,1.06,8.8,2011-07-24
365,2011_R18_110_111,0,39782,0,2011,34,50,-45.0,-21.0,-56.0,-22.0,-19.0,Melbourne,Hawthorn,4.37,1.21,2011-07-24
366,2011_R18_106_117,0,41055,0,2011,52,16,-33.0,75.0,38.0,5.0,13.0,Fremantle,West Coast,2.69,1.46,2011-07-24
367,2011_R19_103_112,0,41332,0,2011,44,44,29.0,-10.0,51.0,82.0,17.0,North Melbourne,Carlton,3.52,1.3,2011-07-29
368,2011_R19_117_118,0,20883,0,2011,56,16,-123.0,60.0,-5.0,-33.0,60.0,Western Bulldogs,West Coast,2.29,1.61,2011-07-30
369,2011_R19_107_111,0,22716,1,2011,68,34,54.0,46.0,43.0,116.0,30.0,Geelong,Melbourne,1.07,8.33,2011-07-30
370,2011_R19_106_110,0,30937,0,2011,52,50,-22.0,30.0,-116.0,-22.0,-15.0,Fremantle,Hawthorn,2.49,1.54,2011-07-30
371,2011_R19_108_115,0,17482,0,2011,12,62,0.0,0.0,0.0,0.0,0.0,Gold Coast,St Kilda,7.4,1.08,2011-07-30
372,2011_R19_104_105,0,73163,1,2011,70,28,30.0,98.0,65.0,35.0,-5.0,Collingwood,Essendon,1.07,8.45,2011-07-31
373,2011_R19_101_113,0,40586,1,2011,36,40,-32.0,-19.0,-23.0,70.0,-26.0,Adelaide,Port Adelaide,1.61,2.29,2011-07-31
374,2011_R20_106_115,0,26181,1,2011,62,52,46.0,18.0,15.0,83.0,43.0,St Kilda,Fremantle,1.14,5.51,2011-08-05
375,2011_R20_107_108,0,24588,1,2011,68,12,66.0,0.0,0.0,0.0,0.0,Geelong,Gold Coast,1.01,17.03,2011-08-06
376,2011_R20_103_111,0,42342,1,2011,44,34,47.0,41.0,57.0,33.0,-31.0,Carlton,Melbourne,1.13,5.74,2011-08-06
377,2011_R20_104_113,0,21863,0,2011,40,70,-75.0,-26.0,-38.0,-31.0,18.0,Port Adelaide,Collingwood,13.17,1.03,2011-08-06
378,2011_R20_105_116,0,38722,1,2011,28,52,-5.0,-9.0,35.0,-91.0,1.0,Essendon,Sydney,1.84,1.89,2011-08-06
379,2011_R20_110_112,0,16820,1,2011,50,44,-12.0,9.0,54.0,-27.0,16.0,Hawthorn,North Melbourne,1.17,4.82,2011-08-07
380,2011_R20_114_117,0,38106,1,2011,16,24,-49.0,80.0,-15.0,-77.0,31.0,West Coast,Richmond,1.08,7.56,2011-08-07
381,2011_R21_104_115,0,46505,0,2011,62,70,-57.0,-56.0,0.0,-48.0,28.0,St Kilda,Collingwood,5.89,1.12,2011-08-12
382,2011_R21_103_106,0,34737,0,2011,52,44,6.0,9.0,-15.0,7.0,-9.0,Fremantle,Carlton,2.97,1.38,2011-08-13
383,2011_R21_110_113,0,27532,1,2011,50,40,32.0,-8.0,11.0,-18.0,-30.0,Hawthorn,Port Adelaide,1.02,15.46,2011-08-13
384,2011_R21_105_118,0,38986,0,2011,56,28,-55.0,29.0,-9.0,33.0,46.0,Western Bulldogs,Essendon,2.23,1.63,2011-08-13
385,2011_R21_111_117,0,15740,0,2011,34,16,-54.0,-29.0,20.0,-8.0,34.0,Melbourne,West Coast,4.45,1.2,2011-08-14
386,2011_R21_114_116,0,34337,1,2011,24,52,-10.0,4.0,-55.0,-55.0,-19.0,Richmond,Sydney,3.42,1.3,2011-08-14
387,2011_R21_101_107,0,33576,0,2011,36,68,-52.0,11.0,-2.0,-48.0,-68.0,Adelaide,Geelong,8.8,1.06,2011-08-14
388,2011_R22_103_110,0,52052,0,2011,44,50,-50.0,-4.0,-78.0,-100.0,-23.0,Carlton,Hawthorn,2.39,1.56,2011-08-19
389,2011_R22_105_117,0,38253,1,2011,16,28,-16.0,32.0,23.0,27.0,10.0,West Coast,Essendon,1.24,3.97,2011-08-20
390,2011_R22_101_108,0,16168,0,2011,12,36,-57.0,0.0,0.0,0.0,0.0,Gold Coast,Adelaide,4.66,1.19,2011-08-20
391,2011_R22_106_112,0,17581,1,2011,44,52,-29.0,54.0,-61.0,13.0,-53.0,North Melbourne,Fremantle,1.34,3.18,2011-08-20
392,2011_R22_115_116,0,25025,1,2011,52,62,-8.0,-1.0,-15.0,35.0,-2.0,Sydney,St Kilda,2.24,1.62,2011-08-21
393,2011_R22_113_118,0,14169,0,2011,40,56,-36.0,-93.0,-54.0,-20.0,14.0,Port Adelaide,Western Bulldogs,4.79,1.17,2011-08-21
394,2011_R22_111_114,0,36321,0,2011,34,24,27.0,29.0,55.0,-4.0,8.0,Melbourne,Richmond,2.06,1.72,2011-08-21
395,2011_R23_104_106,0,31985,0,2011,52,70,-36.0,-84.0,24.0,-26.0,-9.0,Fremantle,Collingwood,13.75,1.02,2011-08-26
396,2011_R23_110_118,0,42198,1,2011,50,56,29.0,3.0,-16.0,-88.0,51.0,Hawthorn,Western Bulldogs,1.1,6.79,2011-08-27
397,2011_R23_107_116,0,25900,0,2011,68,52,27.0,53.0,67.0,5.0,51.0,Geelong,Sydney,1.07,8.35,2011-08-27
398,2011_R23_112_115,0,35848,1,2011,62,44,9.0,52.0,104.0,-5.0,46.0,St Kilda,North Melbourne,1.71,2.08,2011-08-27
399,2011_R23_101_114,0,38023,0,2011,36,24,-20.0,50.0,17.0,63.0,50.0,Adelaide,Richmond,1.35,3.15,2011-08-28
400,2011_R23_108_111,0,21534,1,2011,34,12,90.0,0.0,0.0,0.0,0.0,Melbourne,Gold Coast,1.1,6.78,2011-08-28
401,2011_R23_105_113,0,34849,1,2011,28,40,-3.0,-41.0,-64.0,-31.0,-60.0,Essendon,Port Adelaide,1.03,12.5,2011-08-28
402,2011_R24_104_107,0,85705,0,2011,70,68,-3.0,41.0,22.0,-36.0,-73.0,Collingwood,Geelong,1.35,3.14,2011-09-02
403,2011_R24_108_110,0,19314,0,2011,12,50,-71.0,0.0,0.0,0.0,0.0,Gold Coast,Hawthorn,5.25,1.16,2011-09-03
404,2011_R24_106_118,0,18128,1,2011,56,52,-7.0,82.0,31.0,63.0,3.0,Western Bulldogs,Fremantle,1.11,6.39,2011-09-03
405,2011_R24_101_117,0,36062,1,2011,16,36,39.0,-22.0,-74.0,50.0,-76.0,West Coast,Adelaide,1.14,5.41,2011-09-03
406,2011_R24_103_115,0,55606,0,2011,44,62,3.0,61.0,-9.0,-32.0,-40.0,Carlton,St Kilda,1.71,2.08,2011-09-03
407,2011_R24_111_113,0,29340,1,2011,40,34,-21.0,29.0,-1.0,-11.0,57.0,Port Adelaide,Melbourne,2.24,1.63,2011-09-04
408,2011_R24_112_114,0,32890,0,2011,24,44,9.0,-50.0,0.0,36.0,-41.0,Richmond,North Melbourne,2.2,1.64,2011-09-04
409,2011_QF_107_110,1,73601,1,2011,68,50,5.0,19.0,2.0,9.0,1.0,Geelong,Hawthorn,1.63,2.22,2011-09-09
410,2011_QF_104_117,1,67502,1,2011,70,16,52.0,83.0,22.0,100.0,19.0,Collingwood,West Coast,1.19,4.59,2011-09-10
411,2011_EF_115_116,1,39205,0,2011,62,52,-15.0,8.0,1.0,15.0,-35.0,St Kilda,Sydney,1.4,2.9,2011-09-10
412,2011_EF_103_105,1,90370,1,2011,44,28,74.0,0.0,76.0,-20.0,-69.0,Carlton,Essendon,1.39,2.94,2011-09-11
413,2011_SF_110_116,1,55198,1,2011,50,52,46.0,-44.0,2.0,11.0,-38.0,Hawthorn,Sydney,1.42,2.81,2011-09-16
414,2011_SF_103_117,1,42803,1,2011,16,44,36.0,-26.0,-29.0,-41.0,-37.0,West Coast,Carlton,1.4,2.9,2011-09-17
415,2011_PF_104_110,1,87112,1,2011,70,50,41.0,-3.0,64.0,-45.0,-54.0,Collingwood,Hawthorn,1.27,3.65,2011-09-23
416,2011_PF_107_117,1,59455,1,2011,68,16,-8.0,44.0,24.0,22.0,99.0,Geelong,West Coast,1.2,4.54,2011-09-24
417,2011_GF_104_107,1,99537,0,2011,70,68,-96.0,-3.0,41.0,22.0,-36.0,Collingwood,Geelong,1.96,1.8,2011-10-01
418,2012_R01_103_114,0,78285,0,2012,34,58,-103.0,-20.0,-89.0,-56.0,-20.0,Richmond,Carlton,2.48,1.52,2012-03-29
419,2012_R01_104_110,0,78466,1,2012,72,80,-3.0,-41.0,3.0,-64.0,45.0,Hawthorn,Collingwood,1.65,2.19,2012-03-30
420,2012_R01_101_108,0,12790,0,2012,12,28,-61.0,-57.0,0.0,0.0,0.0,Gold Coast,Adelaide,4.39,1.22,2012-03-31
421,2012_R01_106_107,0,34601,1,2012,36,76,-11.0,-69.0,7.0,-40.0,-19.0,Fremantle,Geelong,1.96,1.79,2012-03-31
422,2012_R01_105_112,0,45818,0,2012,40,46,21.0,-3.0,12.0,-55.0,22.0,North Melbourne,Essendon,2.14,1.66,2012-03-31
423,2012_R01_117_118,0,24977,0,2012,36,68,-8.0,-123.0,60.0,-5.0,-33.0,Western Bulldogs,West Coast,2.25,1.6,2012-04-01
424,2012_R01_113_115,0,21179,1,2012,12,50,-56.0,-94.0,10.0,-66.0,-8.0,Port Adelaide,St Kilda,2.86,1.41,2012-04-01
425,2012_R02_105_113,0,34118,1,2012,46,12,7.0,-3.0,-41.0,-64.0,-31.0,Essendon,Port Adelaide,1.23,4.05,2012-04-07
426,2012_R02_106_116,0,22242,1,2012,50,36,-11.0,9.0,-37.0,-21.0,4.0,Sydney,Fremantle,1.67,2.15,2012-04-07
427,2012_R02_111_117,0,35674,1,2012,68,34,48.0,54.0,29.0,-20.0,8.0,West Coast,Melbourne,1.05,10.34,2012-04-07
428,2012_R02_101_118,0,34021,1,2012,28,36,-30.0,-8.0,-49.0,-32.0,9.0,Adelaide,Western Bulldogs,1.21,4.26,2012-04-07
429,2012_R02_104_114,0,57268,1,2012,80,34,71.0,82.0,93.0,44.0,-20.0,Collingwood,Richmond,1.14,5.49,2012-04-07
430,2012_R02_108_115,0,21078,1,2012,50,12,20.0,0.0,0.0,0.0,0.0,St Kilda,Gold Coast,1.05,9.56,2012-04-08
431,2012_R02_107_110,0,69231,1,2012,76,72,31.0,5.0,19.0,2.0,9.0,Geelong,Hawthorn,2.48,1.53,2012-04-09
432,2012_R03_103_104,0,84259,1,2012,58,80,-19.0,-28.0,-48.0,-53.0,-54.0,Carlton,Collingwood,1.83,1.93,2012-04-13
433,2012_R03_113_116,0,19032,0,2012,12,50,-62.0,-38.0,-55.0,-11.0,-68.0,Port Adelaide,Sydney,2.58,1.48,2012-04-14
434,2012_R03_111_114,0,49826,1,2012,34,34,7.0,-27.0,-29.0,-55.0,4.0,Richmond,Melbourne,1.21,4.39,2012-04-14
435,2012_R03_115_118,0,28971,0,2012,36,50,-24.0,-24.0,-3.0,-7.0,-45.0,Western Bulldogs,St Kilda,2.49,1.52,2012-04-14
436,2012_R03_105_108,0,17069,0,2012,12,46,-139.0,0.0,0.0,0.0,0.0,Gold Coast,Essendon,9.66,1.05,2012-04-14
437,2012_R03_101_110,0,33524,1,2012,72,28,-20.0,47.0,-27.0,-27.0,4.0,Hawthorn,Adelaide,1.17,4.9,2012-04-15
438,2012_R03_107_112,0,29630,1,2012,40,76,-66.0,-35.0,-70.0,-33.0,-13.0,North Melbourne,Geelong,4.09,1.22,2012-04-15
439,2012_R04_106_115,0,30172,0,2012,50,36,41.0,46.0,18.0,15.0,83.0,St Kilda,Fremantle,1.4,2.87,2012-04-20
440,2012_R04_103_105,0,73172,0,2012,58,46,62.0,74.0,0.0,76.0,-20.0,Carlton,Essendon,1.11,6.62,2012-04-21
441,2012_R04_104_113,0,30741,1,2012,80,12,138.0,75.0,26.0,38.0,31.0,Collingwood,Port Adelaide,1.22,4.1,2012-04-21
442,2012_R04_110_117,0,40080,1,2012,68,72,-7.0,8.0,20.0,-18.0,-71.0,West Coast,Hawthorn,1.6,2.29,2012-04-21
443,2012_R04_107_114,0,21952,1,2012,76,34,62.0,108.0,20.0,63.0,30.0,Geelong,Richmond,1.15,5.19,2012-04-22
444,2012_R04_112_116,0,21049,1,2012,50,40,1.0,30.0,40.0,15.0,35.0,Sydney,North Melbourne,1.88,1.86,2012-04-22
445,2012_R04_111_118,0,33565,0,2012,34,36,-64.0,-4.0,-7.0,-31.0,-95.0,Melbourne,Western Bulldogs,2.99,1.37,2012-04-22
446,2012_R05_104_105,0,86932,1,2012,80,46,74.0,30.0,98.0,65.0,35.0,Collingwood,Essendon,1.68,2.15,2012-04-25
447,2012_R05_103_106,0,38847,0,2012,36,58,-30.0,6.0,9.0,-15.0,7.0,Fremantle,Carlton,2.18,1.66,2012-04-27
448,2012_R05_108_112,0,17680,1,2012,40,12,59.0,0.0,0.0,0.0,0.0,North Melbourne,Gold Coast,1.01,15.53,2012-04-28
449,2012_R05_111_115,0,24877,0,2012,34,50,-20.0,-35.0,-47.0,-37.0,-79.0,Melbourne,St Kilda,6.64,1.1,2012-04-28
450,2012_R05_110_116,0,19217,0,2012,72,50,36.0,46.0,-44.0,2.0,11.0,Hawthorn,Sydney,1.31,3.38,2012-04-29
451,2012_R05_114_117,0,28464,0,2012,34,68,-57.0,49.0,-80.0,15.0,77.0,Richmond,West Coast,3.13,1.35,2012-04-29
452,2012_R05_101_113,0,41649,1,2012,28,12,32.0,-32.0,-19.0,-23.0,70.0,Adelaide,Port Adelaide,1.51,2.53,2012-04-29
453,2012_R06_104_118,0,38155,0,2012,36,80,-48.0,-62.0,-10.0,-36.0,24.0,Western Bulldogs,Collingwood,6.83,1.1,2012-05-04
454,2012_R06_107_111,0,18010,1,2012,76,34,186.0,54.0,46.0,43.0,116.0,Geelong,Melbourne,1.03,11.68,2012-05-05
455,2012_R06_106_108,0,11670,0,2012,12,36,-50.0,0.0,0.0,0.0,0.0,Gold Coast,Fremantle,6.45,1.11,2012-05-05
456,2012_R06_101_116,0,23969,0,2012,50,28,-7.0,43.0,-16.0,-24.0,-17.0,Sydney,Adelaide,1.26,3.82,2012-05-05
457,2012_R06_110_115,0,42290,0,2012,50,72,-30.0,0.0,25.0,-54.0,30.0,St Kilda,Hawthorn,3.6,1.28,2012-05-05
458,2012_R06_112_117,0,37202,1,2012,68,40,4.0,-16.0,-25.0,38.0,-6.0,West Coast,North Melbourne,1.28,3.61,2012-05-06
459,2012_R06_113_114,0,18522,0,2012,12,34,15.0,10.0,-47.0,3.0,-4.0,Port Adelaide,Richmond,2.19,1.66,2012-05-06
460,2012_R07_110_111,0,36430,0,2012,34,72,-54.0,-45.0,-21.0,-56.0,-22.0,Melbourne,Hawthorn,11.5,1.03,2012-05-11
461,2012_R07_101_107,0,35535,1,2012,28,76,-11.0,-52.0,11.0,-2.0,-48.0,Adelaide,Geelong,2.04,1.76,2012-05-12
462,2012_R07_114_116,0,40352,1,2012,34,50,43.0,-10.0,4.0,-55.0,-55.0,Richmond,Sydney,1.82,1.94,2012-05-12
463,2012_R07_105_117,0,43260,1,2012,46,68,-57.0,16.0,-32.0,-23.0,-27.0,Essendon,West Coast,1.57,2.37,2012-05-12
464,2012_R07_112_118,0,20885,0,2012,40,36,31.0,-71.0,-70.0,-22.0,-15.0,North Melbourne,Western Bulldogs,1.32,3.39,2012-05-13
465,2012_R07_106_113,0,30079,1,2012,36,12,52.0,57.0,42.0,-24.0,28.0,Fremantle,Port Adelaide,1.14,5.69,2012-05-13
466,2012_R07_103_115,0,38823,1,2012,50,58,20.0,-3.0,-61.0,9.0,32.0,St Kilda,Carlton,4.03,1.24,2012-05-14
467,2012_R08_104_107,0,75650,1,2012,80,76,-38.0,-96.0,-3.0,41.0,22.0,Collingwood,Geelong,1.61,2.29,2012-05-18
468,2012_R08_112_113,0,14508,1,2012,12,40,-45.0,-60.0,-36.0,14.0,-4.0,Port Adelaide,North Melbourne,2.64,1.47,2012-05-19
469,2012_R08_106_110,0,12959,1,2012,72,36,51.0,22.0,-30.0,116.0,22.0,Hawthorn,Fremantle,1.19,4.61,2012-05-19
470,2012_R08_111_116,0,20818,1,2012,50,34,0.0,-73.0,18.0,40.0,48.0,Sydney,Melbourne,1.09,7.4,2012-05-19
471,2012_R08_108_118,0,8724,1,2012,36,12,22.0,71.0,0.0,0.0,0.0,Western Bulldogs,Gold Coast,1.14,5.48,2012-05-19
472,2012_R08_105_114,0,80900,1,2012,46,34,39.0,-16.0,35.0,-5.0,40.0,Essendon,Richmond,1.49,2.59,2012-05-19
473,2012_R08_115_117,0,38174,1,2012,68,50,-21.0,-35.0,-20.0,-97.0,17.0,West Coast,St Kilda,1.38,2.99,2012-05-20
474,2012_R08_101_103,0,35917,0,2012,58,28,6.0,48.0,-72.0,-44.0,-8.0,Carlton,Adelaide,1.41,2.85,2012-05-20
475,2012_R09_107_118,0,29118,0,2012,36,76,-61.0,-101.0,-14.0,14.0,-2.0,Western Bulldogs,Geelong,4.78,1.18,2012-05-25
476,2012_R09_110_114,0,51617,1,2012,34,72,-63.0,-3.0,-42.0,29.0,-12.0,Richmond,Hawthorn,3.61,1.28,2012-05-26
477,2012_R09_108_113,0,12416,0,2012,12,12,3.0,0.0,0.0,0.0,0.0,Gold Coast,Port Adelaide,2.55,1.5,2012-05-26
478,2012_R09_115_116,0,34737,1,2012,50,50,-25.0,-15.0,8.0,1.0,15.0,St Kilda,Sydney,1.89,1.86,2012-05-26
479,2012_R09_101_104,0,44238,0,2012,28,80,-43.0,-3.0,-5.0,-21.0,4.0,Adelaide,Collingwood,1.46,2.68,2012-05-26
480,2012_R09_106_117,0,40905,1,2012,68,36,1.0,33.0,-75.0,-38.0,-5.0,West Coast,Fremantle,1.35,3.12,2012-05-27
481,2012_R09_103_111,0,28371,1,2012,58,34,76.0,47.0,41.0,57.0,33.0,Carlton,Melbourne,1.04,10.33,2012-05-27
482,2012_R10_114_115,0,49337,0,2012,50,34,0.0,21.0,38.0,56.0,3.0,St Kilda,Richmond,1.85,1.91,2012-06-01
483,2012_R10_110_112,0,16143,1,2012,72,40,17.0,-12.0,9.0,54.0,-27.0,Hawthorn,North Melbourne,1.26,3.81,2012-06-02
484,2012_R10_101_106,0,31392,0,2012,36,28,25.0,-23.0,56.0,-117.0,-24.0,Fremantle,Adelaide,2.37,1.57,2012-06-02
485,2012_R10_103_113,0,24746,1,2012,12,58,-62.0,-26.0,-54.0,-66.0,-12.0,Port Adelaide,Carlton,3.11,1.36,2012-06-02
486,2012_R10_105_111,0,42987,0,2012,46,34,-33.0,-19.0,48.0,16.0,2.0,Essendon,Melbourne,1.04,10.88,2012-06-02
487,2012_R10_116_118,0,13505,1,2012,50,36,39.0,8.0,-5.0,44.0,-38.0,Sydney,Western Bulldogs,1.28,3.59,2012-06-03
488,2012_R10_104_108,0,36913,1,2012,80,12,54.0,0.0,0.0,0.0,0.0,Collingwood,Gold Coast,1.01,16.31,2012-06-03
489,2012_R11_103_107,0,47632,0,2012,58,76,-2.0,-42.0,36.0,35.0,-56.0,Carlton,Geelong,2.74,1.44,2012-06-08
490,2012_R11_106_114,0,43801,0,2012,34,36,49.0,19.0,-39.0,3.0,7.0,Richmond,Fremantle,1.2,4.43,2012-06-09
491,2012_R11_108_115,0,12534,0,2012,12,50,-92.0,-20.0,0.0,0.0,0.0,Gold Coast,St Kilda,7.41,1.09,2012-06-09
492,2012_R11_105_116,0,42785,0,2012,46,50,1.0,-5.0,-9.0,35.0,-91.0,Essendon,Sydney,1.5,2.55,2012-06-09
493,2012_R11_110_113,0,26638,0,2012,12,72,-165.0,-32.0,8.0,-11.0,18.0,Port Adelaide,Hawthorn,3.95,1.25,2012-06-10
494,2012_R11_104_111,0,64250,0,2012,34,80,-88.0,0.0,-1.0,-66.0,-53.0,Melbourne,Collingwood,8.9,1.06,2012-06-11
495,2012_R12_103_117,0,34224,1,2012,68,58,3.0,36.0,-26.0,-29.0,-41.0,West Coast,Carlton,1.28,3.66,2012-06-14
496,2012_R12_101_115,0,36394,1,2012,28,50,-103.0,19.0,28.0,-47.0,-57.0,Adelaide,St Kilda,1.47,2.67,2012-06-15
497,2012_R12_108_112,0,10170,0,2012,12,40,-34.0,-59.0,0.0,0.0,0.0,Gold Coast,North Melbourne,5.21,1.16,2012-06-16
498,2012_R12_113_118,0,16036,1,2012,36,12,60.0,36.0,93.0,54.0,20.0,Western Bulldogs,Port Adelaide,1.45,2.77,2012-06-17
499,2012_R13_107_116,0,27400,1,2012,50,76,13.0,-27.0,-53.0,-67.0,-5.0,Sydney,Geelong,1.6,2.3,2012-06-22
500,2012_R13_104_117,0,62957,1,2012,80,68,20.0,52.0,83.0,22.0,100.0,Collingwood,West Coast,1.4,2.91,2012-06-23
501,2012_R13_105_106,0,34567,0,2012,36,46,34.0,44.0,54.0,-38.0,-4.0,Fremantle,Essendon,2.2,1.65,2012-06-23
502,2012_R13_101_112,0,18866,1,2012,40,28,47.0,9.0,-44.0,-33.0,-46.0,North Melbourne,Adelaide,3.12,1.35,2012-06-24
503,2012_R14_103_110,0,65047,0,2012,58,72,-12.0,-50.0,-4.0,-78.0,-100.0,Carlton,Hawthorn,3.43,1.3,2012-06-29
504,2012_R14_101_114,0,33780,1,2012,28,34,-22.0,-20.0,50.0,17.0,63.0,Adelaide,Richmond,1.4,2.88,2012-06-30
505,2012_R14_104_106,0,44891,1,2012,80,36,80.0,36.0,84.0,-24.0,26.0,Collingwood,Fremantle,1.1,7.11,2012-06-30
506,2012_R14_108_117,0,34592,1,2012,68,12,18.0,0.0,0.0,0.0,0.0,West Coast,Gold Coast,1.01,19.42,2012-06-30
507,2012_R14_105_118,0,40824,1,2012,46,36,49.0,55.0,-29.0,9.0,-33.0,Essendon,Western Bulldogs,1.19,4.61,2012-06-30
508,2012_R14_107_113,0,13736,1,2012,76,12,79.0,95.0,34.0,59.0,9.0,Geelong,Port Adelaide,1.04,11.25,2012-07-01
509,2012_R14_112_115,0,33106,0,2012,50,40,65.0,9.0,52.0,104.0,-5.0,St Kilda,North Melbourne,1.38,2.97,2012-07-01
510,2012_R15_103_104,0,75890,0,2012,80,58,-60.0,19.0,28.0,48.0,53.0,Collingwood,Carlton,1.2,4.46,2012-07-06
511,2012_R15_112_117,0,14113,0,2012,40,68,-25.0,-4.0,16.0,25.0,-38.0,North Melbourne,West Coast,2.67,1.46,2012-07-07
512,2012_R15_111_114,0,46773,0,2012,34,34,-59.0,-7.0,27.0,29.0,55.0,Melbourne,Richmond,4.72,1.18,2012-07-07
513,2012_R15_101_113,0,34829,0,2012,12,28,-19.0,-32.0,32.0,19.0,23.0,Port Adelaide,Adelaide,3.73,1.27,2012-07-07
514,2012_R15_105_115,0,45838,1,2012,50,46,-52.0,-33.0,-12.0,-2.0,19.0,St Kilda,Essendon,2.93,1.4,2012-07-07
515,2012_R15_106_118,0,30420,1,2012,36,36,-46.0,7.0,-82.0,-31.0,-63.0,Fremantle,Western Bulldogs,1.19,4.73,2012-07-08
516,2012_R15_107_108,0,15824,0,2012,12,76,-150.0,-66.0,0.0,0.0,0.0,Gold Coast,Geelong,12.68,1.03,2012-07-08
517,2012_R16_103_112,0,46423,1,2012,40,58,-18.0,29.0,-10.0,51.0,82.0,North Melbourne,Carlton,2.12,1.7,2012-07-13
518,2012_R16_105_113,0,17344,0,2012,12,46,-25.0,-7.0,3.0,41.0,64.0,Port Adelaide,Essendon,2.7,1.45,2012-07-14
519,2012_R16_106_111,0,13284,0,2012,34,36,89.0,-11.0,63.0,-46.0,6.0,Melbourne,Fremantle,3.16,1.35,2012-07-14
520,2012_R16_108_114,0,10961,0,2012,34,12,-15.0,0.0,0.0,0.0,0.0,Richmond,Gold Coast,1.16,5.18,2012-07-14
521,2012_R16_104_107,0,61717,0,2012,76,80,-12.0,38.0,96.0,3.0,-41.0,Geelong,Collingwood,2.65,1.48,2012-07-14
522,2012_R16_116_117,0,39152,0,2012,68,50,-13.0,-52.0,-5.0,-5.0,-62.0,West Coast,Sydney,1.69,2.13,2012-07-15
523,2012_R16_110_118,0,24754,0,2012,36,72,-46.0,-29.0,-3.0,16.0,88.0,Western Bulldogs,Hawthorn,10.07,1.04,2012-07-15
524,2012_R17_105_107,0,50066,1,2012,76,46,-4.0,71.0,31.0,64.0,99.0,Geelong,Essendon,2.02,1.76,2012-07-20
525,2012_R17_101_117,0,40724,1,2012,28,68,-95.0,-39.0,22.0,74.0,-50.0,Adelaide,West Coast,1.43,2.78,2012-07-21
526,2012_R17_104_110,0,83714,0,2012,80,72,-22.0,3.0,41.0,-3.0,64.0,Collingwood,Hawthorn,1.9,1.88,2012-07-21
527,2012_R17_111_113,0,6714,0,2012,34,12,-8.0,21.0,-29.0,1.0,11.0,Melbourne,Port Adelaide,2.24,1.63,2012-07-21
528,2012_R17_103_118,0,24615,0,2012,36,58,27.0,68.0,-43.0,-28.0,-10.0,Western Bulldogs,Carlton,2.35,1.58,2012-07-21
529,2012_R17_115_116,0,26834,1,2012,50,50,-28.0,25.0,15.0,-8.0,-1.0,Sydney,St Kilda,1.36,3.11,2012-07-22
530,2012_R17_112_114,0,47432,0,2012,34,40,-13.0,9.0,-50.0,0.0,36.0,Richmond,North Melbourne,2.1,1.73,2012-07-22
531,2012_R18_105_110,0,44899,0,2012,46,72,-65.0,-16.0,43.0,17.0,44.0,Essendon,Hawthorn,5.2,1.16,2012-07-27
532,2012_R18_101_107,0,18377,1,2012,76,28,-50.0,11.0,52.0,-11.0,2.0,Geelong,Adelaide,1.61,2.27,2012-07-28
533,2012_R18_111_112,0,20816,1,2012,40,34,41.0,10.0,26.0,62.0,34.0,North Melbourne,Melbourne,1.09,7.67,2012-07-28
534,2012_R18_103_114,0,46013,1,2012,58,34,44.0,103.0,20.0,89.0,56.0,Carlton,Richmond,2.34,1.58,2012-07-28
535,2012_R18_108_116,0,11169,0,2012,12,50,-70.0,0.0,0.0,0.0,0.0,Gold Coast,Sydney,9.98,1.05,2012-07-28
536,2012_R18_106_113,0,14583,0,2012,12,36,-40.0,-52.0,-57.0,-42.0,24.0,Port Adelaide,Fremantle,2.45,1.54,2012-07-29
537,2012_R18_115_118,0,23498,1,2012,50,36,63.0,24.0,24.0,3.0,7.0,St Kilda,Western Bulldogs,1.14,5.54,2012-07-29
538,2012_R19_107_110,0,65287,0,2012,72,76,-2.0,-31.0,-5.0,-19.0,-2.0,Hawthorn,Geelong,1.29,3.61,2012-08-03
539,2012_R19_112_118,0,21599,0,2012,36,40,18.0,-31.0,71.0,70.0,22.0,Western Bulldogs,North Melbourne,7.84,1.08,2012-08-04
540,2012_R19_106_117,0,39694,1,2012,36,68,-48.0,-1.0,-33.0,75.0,38.0,Fremantle,West Coast,2.59,1.49,2012-08-04
541,2012_R19_104_115,0,57873,1,2012,80,50,19.0,57.0,56.0,0.0,48.0,Collingwood,St Kilda,1.4,2.94,2012-08-04
542,2012_R19_108_111,0,18097,1,2012,34,12,30.0,90.0,0.0,0.0,0.0,Melbourne,Gold Coast,1.39,3.02,2012-08-05
543,2012_R19_103_116,0,36942,0,2012,58,50,34.0,16.0,-5.0,-39.0,61.0,Carlton,Sydney,2.97,1.39,2012-08-05
544,2012_R19_101_105,0,40030,1,2012,28,46,-11.0,84.0,96.0,16.0,56.0,Adelaide,Essendon,1.15,5.45,2012-08-05
545,2012_R20_107_117,0,37812,1,2012,68,76,-48.0,8.0,-44.0,-24.0,-22.0,West Coast,Geelong,1.68,2.15,2012-08-10
546,2012_R20_101_106,0,35027,1,2012,28,36,29.0,-25.0,23.0,-56.0,117.0,Adelaide,Fremantle,1.4,2.91,2012-08-11
