,mid,premiership,att,win_loc,season,h_prevladder_score,a_prevladder_score,margins_prev_match1,margins_prev_match2,margins_prev_match3,margins_prev_match4,margins_prev_match5,home_team,away_team,home_odds,away_odds,date
547,2012_R20_111_115,0,23464,1,2012,50,34,18.0,20.0,35.0,47.0,37.0,St Kilda,Melbourne,1.05,9.67,2012-08-11
548,2012_R20_104_116,0,45827,0,2012,50,80,-6.0,-25.0,-41.0,-23.0,-45.0,Sydney,Collingwood,1.59,2.34,2012-08-11
549,2012_R20_110_113,0,14431,1,2012,72,12,46.0,165.0,32.0,-8.0,11.0,Hawthorn,Port Adelaide,1.01,19.5,2012-08-12
550,2012_R20_114_118,0,28286,1,2012,34,36,-35.0,-72.0,-68.0,-47.0,0.0,Richmond,Western Bulldogs,1.14,5.62,2012-08-12
551,2012_R20_105_112,0,42674,0,2012,46,40,2.0,-21.0,3.0,-12.0,55.0,Essendon,North Melbourne,2.19,1.65,2012-08-12
552,2012_R21_107_115,0,38169,1,2012,76,50,28.0,1.0,-4.0,-24.0,12.0,Geelong,St Kilda,1.31,3.38,2012-08-17
553,2012_R21_103_105,0,59381,0,2012,46,58,30.0,-62.0,-74.0,0.0,-76.0,Essendon,Carlton,2.05,1.74,2012-08-18
554,2012_R21_106_114,0,32721,1,2012,36,34,12.0,-49.0,-19.0,39.0,-3.0,Fremantle,Richmond,1.39,2.95,2012-08-18
555,2012_R21_104_112,0,44956,0,2012,80,40,117.0,87.0,66.0,52.0,-18.0,Collingwood,North Melbourne,1.31,3.42,2012-08-18
556,2012_R21_113_117,0,13683,0,2012,12,68,-22.0,-18.0,1.0,3.0,36.0,Port Adelaide,West Coast,5.64,1.13,2012-08-19
557,2012_R21_116_118,0,19396,0,2012,36,50,-92.0,-39.0,-8.0,5.0,-44.0,Western Bulldogs,Sydney,8.66,1.06,2012-08-19
558,2012_R21_108_110,0,23098,1,2012,72,12,9.0,71.0,0.0,0.0,0.0,Hawthorn,Gold Coast,1.01,23.58,2012-08-19
559,2012_R22_105_114,0,47590,1,2012,34,46,-19.0,-39.0,16.0,-35.0,5.0,Richmond,Essendon,1.59,2.3,2012-08-24
560,2012_R22_110_116,0,31167,0,2012,50,72,37.0,-36.0,-46.0,44.0,-2.0,Sydney,Hawthorn,1.97,1.79,2012-08-25
561,2012_R22_104_117,0,40527,1,2012,68,80,-3.0,-20.0,-52.0,-83.0,-22.0,West Coast,Collingwood,1.68,2.16,2012-08-25
562,2012_R22_103_108,0,15251,1,2012,12,58,-119.0,0.0,0.0,0.0,0.0,Gold Coast,Carlton,13.6,1.02,2012-08-25
563,2012_R22_107_118,0,18047,1,2012,76,36,20.0,61.0,101.0,14.0,-14.0,Geelong,Western Bulldogs,1.02,15.55,2012-08-26
564,2012_R22_106_112,0,26482,0,2012,40,36,98.0,-29.0,54.0,-61.0,13.0,North Melbourne,Fremantle,1.27,3.67,2012-08-26
565,2012_R22_101_111,0,18450,0,2012,34,28,96.0,-44.0,16.0,-17.0,-76.0,Melbourne,Adelaide,6.16,1.12,2012-08-26
566,2012_R23_110_117,0,50023,1,2012,72,68,-5.0,7.0,-8.0,-20.0,18.0,Hawthorn,West Coast,1.25,3.9,2012-08-31
567,2012_R23_101_108,0,35463,1,2012,28,12,69.0,61.0,57.0,0.0,0.0,Adelaide,Gold Coast,1.01,16.82,2012-09-01
568,2012_R23_107_116,0,20045,1,2012,76,50,-6.0,-13.0,27.0,53.0,67.0,Geelong,Sydney,1.65,2.2,2012-09-01
569,2012_R23_106_111,0,32687,1,2012,36,34,34.0,-89.0,11.0,-63.0,46.0,Fremantle,Melbourne,1.03,11.75,2012-09-01
570,2012_R23_104_105,0,56491,0,2012,46,80,-1.0,-74.0,-30.0,-98.0,-65.0,Essendon,Collingwood,5.25,1.15,2012-09-01
571,2012_R23_103_115,0,31393,0,2012,58,50,-24.0,-20.0,3.0,61.0,-9.0,Carlton,St Kilda,1.97,1.8,2012-09-02
572,2012_R23_113_114,0,27893,0,2012,34,12,37.0,-15.0,-10.0,47.0,-3.0,Richmond,Port Adelaide,1.1,6.84,2012-09-02
573,2012_QF_104_110,1,85639,1,2012,72,80,47.0,22.0,-3.0,-41.0,3.0,Hawthorn,Collingwood,1.32,3.35,2012-09-07
574,2012_QF_101_116,1,44849,0,2012,28,50,5.0,7.0,-43.0,16.0,24.0,Adelaide,Sydney,1.63,2.24,2012-09-08
575,2012_EF_106_107,1,44460,0,2012,76,36,-4.0,11.0,69.0,-7.0,40.0,Geelong,Fremantle,1.28,3.64,2012-09-08
576,2012_EF_112_117,1,41790,1,2012,68,40,2.0,25.0,4.0,-16.0,-25.0,West Coast,North Melbourne,1.2,4.53,2012-09-09
577,2012_SF_101_106,1,31742,1,2012,28,36,28.0,29.0,-25.0,23.0,-56.0,Adelaide,Fremantle,1.6,2.31,2012-09-14
578,2012_SF_104_117,1,65483,1,2012,80,68,-49.0,3.0,20.0,52.0,83.0,Collingwood,West Coast,1.86,1.91,2012-09-15
579,2012_PF_104_116,1,57156,1,2012,50,80,-8.0,-6.0,-25.0,-41.0,-23.0,Sydney,Collingwood,1.55,2.43,2012-09-21
580,2012_PF_101_110,1,69146,1,2012,72,28,56.0,-20.0,47.0,-27.0,-27.0,Hawthorn,Adelaide,1.13,5.85,2012-09-22
581,2012_GF_110_116,1,99683,0,2012,72,50,7.0,-37.0,36.0,46.0,-44.0,Hawthorn,Sydney,1.52,2.53,2012-09-29
582,2013_R01_101_105,0,42218,0,2013,68,44,4.0,-11.0,84.0,96.0,16.0,Adelaide,Essendon,1.46,2.68,2013-03-22
583,2013_R01_106_117,0,39629,1,2013,56,60,65.0,-48.0,-1.0,-33.0,75.0,Fremantle,West Coast,1.76,2.02,2013-03-23
584,2013_R01_103_114,0,80971,0,2013,44,42,4.0,44.0,103.0,20.0,89.0,Carlton,Richmond,1.86,1.91,2013-03-28
585,2013_R01_108_115,0,13832,1,2013,12,48,-95.0,-92.0,-20.0,0.0,0.0,Gold Coast,St Kilda,3.37,1.32,2013-03-30
586,2013_R01_111_113,0,22924,0,2013,16,22,-28.0,-8.0,21.0,-29.0,1.0,Melbourne,Port Adelaide,1.83,1.94,2013-03-31
587,2013_R01_104_112,0,41040,0,2013,56,64,30.0,-117.0,-87.0,-66.0,-52.0,North Melbourne,Collingwood,2.38,1.58,2013-03-31
588,2013_R01_107_110,0,76300,0,2013,68,60,-2.0,-2.0,-31.0,-5.0,-19.0,Hawthorn,Geelong,1.6,2.32,2013-04-01
589,2013_R02_114_115,0,56783,0,2013,48,42,-8.0,0.0,21.0,38.0,56.0,St Kilda,Richmond,2.95,1.4,2013-04-05
590,2013_R02_108_116,0,20372,1,2013,64,12,72.0,70.0,0.0,0.0,0.0,Sydney,Gold Coast,1.09,7.51,2013-04-06
591,2013_R02_106_118,0,19210,0,2013,20,56,-38.0,46.0,-7.0,82.0,31.0,Western Bulldogs,Fremantle,3.26,1.33,2013-04-06
592,2013_R02_105_111,0,51153,1,2013,44,16,-6.0,-33.0,-19.0,48.0,16.0,Essendon,Melbourne,1.08,7.93,2013-04-06
593,2013_R02_107_112,0,34152,1,2013,60,56,-17.0,66.0,35.0,70.0,33.0,Geelong,North Melbourne,1.43,2.79,2013-04-07
594,2013_R02_110_117,0,38389,0,2013,60,68,-25.0,5.0,-7.0,8.0,20.0,West Coast,Hawthorn,1.96,1.82,2013-04-07
595,2013_R02_103_104,0,84247,1,2013,64,44,-23.0,-60.0,19.0,28.0,48.0,Collingwood,Carlton,1.47,2.68,2013-04-07
596,2013_R03_105_106,0,35963,0,2013,56,44,-24.0,34.0,44.0,54.0,-38.0,Fremantle,Essendon,1.43,2.84,2013-04-12
597,2013_R03_112_116,0,13223,0,2013,56,64,-36.0,-1.0,-30.0,-40.0,-15.0,North Melbourne,Sydney,2.11,1.72,2013-04-13
598,2013_R03_111_117,0,18571,0,2013,16,60,-108.0,-48.0,-54.0,-29.0,20.0,Melbourne,West Coast,11.52,1.03,2013-04-13
599,2013_R03_103_107,0,43241,1,2013,60,44,12.0,2.0,42.0,-36.0,-35.0,Geelong,Carlton,1.51,2.53,2013-04-13
600,2013_R03_114_118,0,44045,1,2013,42,20,70.0,-35.0,-72.0,-68.0,-47.0,Richmond,Western Bulldogs,1.25,3.9,2013-04-14
601,2013_R03_104_110,0,72254,0,2013,64,68,-38.0,-47.0,-22.0,3.0,41.0,Collingwood,Hawthorn,2.35,1.58,2013-04-14
602,2013_R03_101_113,0,40707,1,2013,22,68,-58.0,-19.0,-32.0,32.0,19.0,Port Adelaide,Adelaide,2.7,1.46,2013-04-14
603,2013_R04_107_116,0,31060,0,2013,64,60,-34.0,6.0,13.0,-27.0,-53.0,Sydney,Geelong,1.6,2.33,2013-04-19
604,2013_R04_106_110,0,12619,1,2013,68,56,56.0,51.0,22.0,-30.0,116.0,Hawthorn,Fremantle,1.17,5.04,2013-04-20
605,2013_R04_104_114,0,81950,0,2013,42,64,-21.0,-71.0,-82.0,-93.0,-44.0,Richmond,Collingwood,1.86,1.92,2013-04-20
606,2013_R04_105_115,0,46965,0,2013,48,44,71.0,-52.0,-33.0,-12.0,-2.0,St Kilda,Essendon,2.49,1.53,2013-04-20
607,2013_R04_103_117,0,38674,0,2013,60,44,10.0,3.0,36.0,-26.0,-29.0,West Coast,Carlton,1.39,2.95,2013-04-20
608,2013_R04_108_113,0,11332,0,2013,12,22,-48.0,3.0,0.0,0.0,0.0,Gold Coast,Port Adelaide,2.62,1.49,2013-04-20
609,2013_R04_101_118,0,24684,1,2013,68,20,18.0,-30.0,-8.0,-49.0,-32.0,Adelaide,Western Bulldogs,1.11,6.46,2013-04-21
610,2013_R05_104_105,0,93373,1,2013,44,64,-32.0,-1.0,-74.0,-30.0,-98.0,Essendon,Collingwood,2.21,1.65,2013-04-25
611,2013_R05_115_116,0,22546,0,2013,48,64,-29.0,28.0,-25.0,-15.0,8.0,St Kilda,Sydney,4.76,1.19,2013-04-25
612,2013_R05_106_114,0,36365,1,2013,56,42,22.0,12.0,-49.0,-19.0,39.0,Fremantle,Richmond,1.45,2.76,2013-04-26
613,2013_R05_101_103,0,44711,1,2013,44,68,-69.0,6.0,48.0,-72.0,-44.0,Carlton,Adelaide,1.44,2.78,2013-04-27
614,2013_R05_113_117,0,26132,1,2013,22,60,-48.0,-22.0,-18.0,1.0,3.0,Port Adelaide,West Coast,1.97,1.82,2013-04-27
615,2013_R05_107_118,0,26153,0,2013,20,60,-34.0,-20.0,-61.0,-101.0,-14.0,Western Bulldogs,Geelong,13.89,1.02,2013-04-27
616,2013_R05_110_112,0,42103,1,2013,68,56,115.0,17.0,-12.0,9.0,54.0,Hawthorn,North Melbourne,1.18,4.89,2013-04-28
617,2013_R06_104_115,0,40071,1,2013,64,48,6.0,19.0,57.0,56.0,0.0,Collingwood,St Kilda,1.22,4.17,2013-05-03
618,2013_R06_112_113,0,10265,1,2013,56,22,-2.0,45.0,60.0,36.0,-14.0,North Melbourne,Port Adelaide,1.38,2.98,2013-05-04
619,2013_R06_101_110,0,37324,0,2013,68,68,-5.0,-56.0,20.0,-47.0,27.0,Adelaide,Hawthorn,4.46,1.2,2013-05-04
620,2013_R06_107_114,0,55625,0,2013,42,60,-10.0,-62.0,-108.0,-20.0,-63.0,Richmond,Geelong,2.94,1.39,2013-05-04
621,2013_R06_106_108,0,10552,0,2013,12,56,-7.0,-50.0,0.0,0.0,0.0,Gold Coast,Fremantle,2.83,1.42,2013-05-04
622,2013_R06_117_118,0,36163,1,2013,60,20,49.0,8.0,123.0,-60.0,5.0,West Coast,Western Bulldogs,1.03,13.06,2013-05-05
623,2013_R06_103_111,0,35286,1,2013,44,16,58.0,76.0,47.0,41.0,57.0,Carlton,Melbourne,1.02,15.5,2013-05-05
624,2013_R07_105_107,0,53014,1,2013,60,44,67.0,-4.0,71.0,31.0,64.0,Geelong,Essendon,1.65,2.21,2013-05-10
625,2013_R07_113_114,0,25372,0,2013,22,42,0.0,-37.0,15.0,10.0,-47.0,Port Adelaide,Richmond,1.55,2.43,2013-05-11
626,2013_R07_112_118,0,23690,0,2013,20,56,-54.0,18.0,-31.0,71.0,70.0,Western Bulldogs,North Melbourne,7.64,1.08,2013-05-11
627,2013_R07_104_106,0,37214,1,2013,56,64,-29.0,-80.0,-36.0,-84.0,24.0,Fremantle,Collingwood,2.43,1.55,2013-05-11
628,2013_R07_110_116,0,54725,1,2013,68,64,-10.0,7.0,-37.0,36.0,46.0,Hawthorn,Sydney,1.48,2.63,2013-05-11
629,2013_R07_108_111,0,13304,0,2013,16,12,42.0,30.0,90.0,0.0,0.0,Melbourne,Gold Coast,2.1,1.72,2013-05-12
630,2013_R07_103_115,0,34054,1,2013,48,44,15.0,24.0,20.0,-3.0,-61.0,St Kilda,Carlton,3.81,1.26,2013-05-13
631,2013_R08_112_117,0,38146,1,2013,60,56,96.0,2.0,25.0,4.0,-16.0,West Coast,North Melbourne,1.37,3.06,2013-05-17
632,2013_R08_108_118,0,13520,1,2013,12,20,-38.0,-22.0,-71.0,0.0,0.0,Gold Coast,Western Bulldogs,1.62,2.26,2013-05-18
633,2013_R08_104_107,0,66768,1,2013,64,60,31.0,12.0,-38.0,-96.0,-3.0,Collingwood,Geelong,3.29,1.33,2013-05-18
634,2013_R08_106_116,0,22546,0,2013,64,56,13.0,-11.0,9.0,-37.0,-21.0,Sydney,Fremantle,1.35,3.15,2013-05-18
635,2013_R08_103_113,0,29936,1,2013,44,22,-54.0,62.0,26.0,54.0,66.0,Carlton,Port Adelaide,1.37,3.04,2013-05-19
636,2013_R08_111_114,0,39148,1,2013,42,16,23.0,59.0,7.0,-27.0,-29.0,Richmond,Melbourne,1.02,14.7,2013-05-19
637,2013_R08_101_115,0,34605,1,2013,68,48,4.0,-103.0,19.0,28.0,-47.0,Adelaide,St Kilda,1.33,3.32,2013-05-19
638,2013_R09_104_116,0,65306,0,2013,64,64,-26.0,8.0,6.0,25.0,41.0,Collingwood,Sydney,1.61,2.28,2013-05-24
639,2013_R09_107_113,0,21309,0,2013,22,60,-38.0,-79.0,-95.0,-34.0,-59.0,Port Adelaide,Geelong,4.71,1.18,2013-05-25
640,2013_R09_115_118,0,25982,0,2013,48,20,76.0,63.0,24.0,24.0,3.0,St Kilda,Western Bulldogs,1.18,4.71,2013-05-25
641,2013_R09_105_114,0,84234,0,2013,42,44,45.0,-19.0,-39.0,16.0,-35.0,Richmond,Essendon,2.04,1.75,2013-05-25
642,2013_R09_108_110,0,28112,1,2013,68,12,64.0,9.0,71.0,0.0,0.0,Hawthorn,Gold Coast,1.01,16.33,2013-05-26
643,2013_R09_106_111,0,32950,1,2013,56,16,61.0,34.0,-89.0,11.0,-63.0,Fremantle,Melbourne,1.01,16.25,2013-05-26
644,2013_R09_101_112,0,23033,0,2013,56,68,32.0,47.0,9.0,-44.0,-33.0,North Melbourne,Adelaide,1.44,2.74,2013-05-26
645,2013_R10_101_106,0,27684,0,2013,68,56,10.0,28.0,29.0,-25.0,23.0,Adelaide,Fremantle,1.81,1.98,2013-06-01
646,2013_R10_105_116,0,29792,1,2013,64,44,4.0,-1.0,5.0,9.0,-35.0,Sydney,Essendon,1.51,2.52,2013-06-01
647,2013_R10_113_118,0,7850,1,2013,20,22,38.0,60.0,36.0,93.0,54.0,Western Bulldogs,Port Adelaide,2.57,1.5,2013-06-01
648,2013_R10_107_108,0,30087,1,2013,60,12,14.0,150.0,66.0,0.0,0.0,Geelong,Gold Coast,1.03,13.05,2013-06-01
649,2013_R10_110_111,0,28546,0,2013,16,68,-66.0,-54.0,-45.0,-21.0,-56.0,Melbourne,Hawthorn,21.38,1.01,2013-06-02
650,2013_R10_112_115,0,25658,1,2013,56,48,33.0,-65.0,-9.0,-52.0,-104.0,North Melbourne,St Kilda,1.22,4.29,2013-06-02
651,2013_R10_114_117,0,37781,0,2013,60,42,10.0,57.0,-49.0,80.0,-15.0,West Coast,Richmond,1.28,3.63,2013-06-03
652,2013_R11_103_105,0,82639,1,2013,44,44,-96.0,30.0,-62.0,-74.0,0.0,Essendon,Carlton,1.8,1.98,2013-06-07
653,2013_R11_101_116,0,38374,0,2013,68,64,-29.0,5.0,7.0,-43.0,16.0,Adelaide,Sydney,2.47,1.53,2013-06-08
654,2013_R11_108_112,0,10891,1,2013,12,56,-7.0,-34.0,-59.0,0.0,0.0,Gold Coast,North Melbourne,3.4,1.31,2013-06-08
655,2013_R11_115_117,0,23795,0,2013,48,60,-30.0,21.0,35.0,20.0,97.0,St Kilda,West Coast,2.86,1.42,2013-06-09
656,2013_R11_104_111,0,50835,0,2013,16,64,-42.0,-88.0,0.0,-1.0,-66.0,Melbourne,Collingwood,15.9,1.02,2013-06-10
657,2013_R12_103_110,0,45670,0,2013,44,68,-50.0,-12.0,-50.0,-4.0,-78.0,Carlton,Hawthorn,4.07,1.23,2013-06-14
658,2013_R12_101_114,0,43615,1,2013,42,68,-19.0,22.0,20.0,-50.0,-17.0,Richmond,Adelaide,1.36,3.14,2013-06-15
659,2013_R12_105_108,0,31452,1,2013,44,12,17.0,139.0,0.0,0.0,0.0,Essendon,Gold Coast,1.16,5.29,2013-06-15
660,2013_R12_104_118,0,32253,1,2013,64,20,21.0,48.0,62.0,10.0,36.0,Collingwood,Western Bulldogs,1.11,6.41,2013-06-16
661,2013_R13_110_117,0,32567,1,2013,68,60,50.0,25.0,-5.0,7.0,-8.0,Hawthorn,West Coast,1.16,5.17,2013-06-21
662,2013_R13_113_116,0,16096,1,2013,22,64,-22.0,-62.0,-38.0,-55.0,-11.0,Port Adelaide,Sydney,7.12,1.1,2013-06-22
663,2013_R13_111_115,0,28751,1,2013,48,16,25.0,18.0,20.0,35.0,47.0,St Kilda,Melbourne,1.11,6.47,2013-06-22
664,2013_R13_114_118,0,29788,0,2013,20,42,-67.0,-70.0,35.0,72.0,68.0,Western Bulldogs,Richmond,6.65,1.11,2013-06-22
665,2013_R13_106_112,0,31637,1,2013,56,56,53.0,-98.0,29.0,-54.0,61.0,Fremantle,North Melbourne,1.32,3.35,2013-06-23
666,2013_R14_105_117,0,36451,0,2013,60,44,-61.0,57.0,-16.0,32.0,23.0,West Coast,Essendon,2.08,1.73,2013-06-27
667,2013_R14_103_116,0,25349,1,2013,64,44,22.0,-34.0,-16.0,5.0,39.0,Sydney,Carlton,1.4,2.93,2013-06-28
668,2013_R14_101_108,0,13791,0,2013,12,68,-91.0,-69.0,-61.0,-57.0,0.0,Gold Coast,Adelaide,2.35,1.58,2013-06-29
669,2013_R14_104_113,0,31121,1,2013,22,64,-24.0,-138.0,-75.0,-26.0,-38.0,Port Adelaide,Collingwood,2.96,1.39,2013-06-29
670,2013_R14_106_107,0,26743,1,2013,60,56,-16.0,-4.0,11.0,69.0,-7.0,Geelong,Fremantle,1.37,3.08,2013-06-29
671,2013_R14_111_118,0,21217,1,2013,16,20,-21.0,-64.0,-4.0,-7.0,-31.0,Melbourne,Western Bulldogs,4.29,1.22,2013-06-29
672,2013_R14_114_115,0,52184,1,2013,42,48,17.0,8.0,0.0,-21.0,-38.0,Richmond,St Kilda,1.19,4.61,2013-06-30
673,2013_R15_103_104,0,78224,0,2013,44,64,-17.0,23.0,60.0,-19.0,-28.0,Carlton,Collingwood,1.62,2.27,2013-07-05
674,2013_R15_112_114,0,45966,1,2013,56,42,4.0,13.0,-9.0,50.0,0.0,North Melbourne,Richmond,2.65,1.47,2013-07-06
675,2013_R15_101_117,0,26426,0,2013,68,60,49.0,-95.0,-39.0,22.0,74.0,Adelaide,West Coast,1.59,2.33,2013-07-06
676,2013_R15_107_110,0,85197,1,2013,60,68,7.0,2.0,2.0,31.0,5.0,Geelong,Hawthorn,2.25,1.63,2013-07-06
677,2013_R15_111_116,0,26216,0,2013,16,64,-101.0,0.0,73.0,-18.0,-40.0,Melbourne,Sydney,14.84,1.02,2013-07-07
678,2013_R15_106_115,0,34064,1,2013,56,48,13.0,-41.0,-46.0,-18.0,-15.0,Fremantle,St Kilda,1.03,11.92,2013-07-07
679,2013_R15_105_113,0,40817,1,2013,44,22,50.0,25.0,7.0,-3.0,-41.0,Essendon,Port Adelaide,1.31,3.38,2013-07-07
680,2013_R16_101_104,0,54790,1,2013,64,68,26.0,43.0,3.0,5.0,21.0,Collingwood,Adelaide,1.18,4.81,2013-07-12
681,2013_R16_110_113,0,23748,0,2013,22,68,-72.0,-46.0,-165.0,-32.0,8.0,Port Adelaide,Hawthorn,3.29,1.33,2013-07-13
682,2013_R16_107_111,0,23172,1,2013,60,16,43.0,186.0,54.0,46.0,43.0,Geelong,Melbourne,1.01,17.58,2013-07-13
683,2013_R16_108_114,0,11197,1,2013,42,12,-2.0,-15.0,0.0,0.0,0.0,Richmond,Gold Coast,1.23,4.1,2013-07-13
684,2013_R16_103_115,0,30949,1,2013,44,48,-9.0,-15.0,-24.0,-20.0,3.0,Carlton,St Kilda,1.36,3.12,2013-07-13
685,2013_R16_106_117,0,39839,0,2013,60,56,-28.0,-65.0,48.0,1.0,33.0,West Coast,Fremantle,2.83,1.42,2013-07-14
686,2013_R16_105_118,0,32500,0,2013,20,44,-84.0,-49.0,-55.0,29.0,-9.0,Western Bulldogs,Essendon,7.25,1.09,2013-07-14
687,2013_R17_103_112,0,37443,0,2013,56,44,53.0,-18.0,29.0,-10.0,51.0,North Melbourne,Carlton,1.65,2.21,2013-07-19
688,2013_R17_110_118,0,14022,1,2013,68,20,72.0,46.0,29.0,3.0,-16.0,Hawthorn,Western Bulldogs,1.01,14.85,2013-07-20
689,2013_R17_104_108,0,19721,1,2013,12,64,-97.0,-54.0,0.0,0.0,0.0,Gold Coast,Collingwood,4.83,1.18,2013-07-20
690,2013_R17_113_115,0,14878,0,2013,48,22,-4.0,56.0,94.0,-10.0,66.0,St Kilda,Port Adelaide,2.03,1.77,2013-07-20
691,2013_R17_106_114,0,40125,1,2013,42,56,-1.0,-22.0,-12.0,49.0,19.0,Richmond,Fremantle,1.7,2.11,2013-07-21
692,2013_R17_116_117,0,35166,0,2013,60,64,-52.0,-13.0,-52.0,-5.0,-5.0,West Coast,Sydney,2.58,1.49,2013-07-21
693,2013_R17_101_107,0,28603,1,2013,68,60,-27.0,50.0,-11.0,-52.0,11.0,Adelaide,Geelong,4.36,1.21,2013-07-21
694,2013_R18_105_110,0,49505,0,2013,44,68,-94.0,-65.0,-16.0,43.0,17.0,Essendon,Hawthorn,3.33,1.32,2013-07-26
695,2013_R18_103_108,0,19460,0,2013,12,44,12.0,-119.0,0.0,0.0,0.0,Gold Coast,Carlton,2.82,1.42,2013-07-27
696,2013_R18_111_112,0,16962,0,2013,16,56,-54.0,-41.0,-10.0,-26.0,-62.0,Melbourne,North Melbourne,13.31,1.03,2013-07-27
697,2013_R18_101_106,0,28765,1,2013,56,68,7.0,-10.0,-28.0,-29.0,25.0,Fremantle,Adelaide,1.25,3.87,2013-07-27
698,2013_R18_107_115,0,26833,1,2013,60,48,42.0,28.0,1.0,-4.0,-24.0,Geelong,St Kilda,1.07,8.27,2013-07-27
699,2013_R18_117_118,0,17019,1,2013,20,60,-70.0,-49.0,-8.0,-123.0,60.0,Western Bulldogs,West Coast,2.5,1.52,2013-07-28
700,2013_R18_114_116,0,29738,1,2013,64,42,-29.0,-43.0,10.0,-4.0,55.0,Sydney,Richmond,1.27,3.68,2013-07-28
701,2013_R19_107_112,0,33584,1,2013,56,60,-4.0,17.0,-66.0,-35.0,-70.0,North Melbourne,Geelong,3.35,1.32,2013-08-02
702,2013_R19_110_114,0,64324,0,2013,68,42,-62.0,63.0,3.0,42.0,-29.0,Hawthorn,Richmond,1.21,4.32,2013-08-03
703,2013_R19_108_117,0,32140,1,2013,60,12,126.0,18.0,0.0,0.0,0.0,West Coast,Gold Coast,1.44,2.77,2013-08-03
704,2013_R19_103_106,0,30457,0,2013,44,56,8.0,30.0,-6.0,-9.0,15.0,Carlton,Fremantle,1.83,1.95,2013-08-03
705,2013_R19_116_118,0,22647,0,2013,20,64,-82.0,-92.0,-39.0,-8.0,5.0,Western Bulldogs,Sydney,7.73,1.08,2013-08-04
706,2013_R19_101_113,0,43368,0,2013,68,22,-9.0,58.0,19.0,32.0,-32.0,Adelaide,Port Adelaide,2.01,1.78,2013-08-04
707,2013_R19_104_105,0,69821,1,2013,64,44,-46.0,32.0,1.0,74.0,30.0,Collingwood,Essendon,1.86,1.92,2013-08-04
708,2013_R20_110_115,0,24765,0,2013,48,68,-35.0,-30.0,0.0,25.0,-54.0,St Kilda,Hawthorn,11.36,1.04,2013-08-09
709,2013_R20_107_113,0,24784,1,2013,60,22,48.0,38.0,79.0,95.0,34.0,Geelong,Port Adelaide,1.11,6.53,2013-08-10
710,2013_R20_103_118,0,31126,0,2013,44,20,18.0,-27.0,-68.0,43.0,28.0,Carlton,Western Bulldogs,1.34,3.26,2013-08-10
711,2013_R20_108_111,0,13840,1,2013,12,16,60.0,-42.0,-30.0,-90.0,0.0,Gold Coast,Melbourne,1.12,6.41,2013-08-10
712,2013_R20_104_116,0,42627,0,2013,64,64,47.0,26.0,-8.0,-6.0,-25.0,Sydney,Collingwood,1.41,2.86,2013-08-10
713,2013_R20_105_117,0,32595,0,2013,44,60,7.0,61.0,-57.0,16.0,-32.0,Essendon,West Coast,1.42,2.86,2013-08-11
714,2013_R20_101_112,0,31801,1,2013,68,56,1.0,-32.0,-47.0,-9.0,44.0,Adelaide,North Melbourne,2.04,1.75,2013-08-11
715,2013_R21_104_110,0,71533,1,2013,68,64,55.0,38.0,47.0,22.0,-3.0,Hawthorn,Collingwood,1.53,2.48,2013-08-16
716,2013_R21_108_113,0,18703,1,2013,22,12,38.0,48.0,-3.0,0.0,0.0,Port Adelaide,Gold Coast,1.2,4.56,2013-08-17
717,2013_R21_103_114,0,60825,0,2013,42,44,5.0,-4.0,-44.0,-103.0,-20.0,Richmond,Carlton,1.3,3.52,2013-08-17
718,2013_R21_105_112,0,34102,0,2013,44,56,-24.0,2.0,-21.0,3.0,-12.0,Essendon,North Melbourne,2.73,1.45,2013-08-17
719,2013_R21_107_117,0,34394,0,2013,60,60,5.0,-48.0,8.0,-44.0,-24.0,West Coast,Geelong,2.65,1.48,2013-08-17
720,2013_R21_106_111,0,13768,0,2013,16,56,-90.0,-61.0,-34.0,89.0,-11.0,Melbourne,Fremantle,16.1,1.02,2013-08-18
721,2013_R21_115_116,0,26730,1,2013,64,48,16.0,29.0,-28.0,25.0,15.0,Sydney,St Kilda,1.02,14.85,2013-08-18
722,2013_R21_101_118,0,17159,1,2013,20,68,-52.0,-18.0,30.0,8.0,49.0,Western Bulldogs,Adelaide,2.08,1.72,2013-08-18
723,2013_R22_104_117,0,41198,1,2013,64,60,13.0,-49.0,3.0,20.0,52.0,Collingwood,West Coast,1.13,5.87,2013-08-23
724,2013_R22_101_111,0,34653,1,2013,68,16,69.0,-96.0,44.0,-16.0,17.0,Adelaide,Melbourne,1.02,15.5,2013-08-24
725,2013_R22_110_112,0,33039,0,2013,56,68,-3.0,-115.0,-17.0,12.0,-9.0,North Melbourne,Hawthorn,3.28,1.34,2013-08-24
726,2013_R22_107_116,0,28459,1,2013,60,64,21.0,34.0,-6.0,-13.0,27.0,Geelong,Sydney,1.46,2.71,2013-08-24
727,2013_R22_106_113,0,35565,1,2013,56,22,27.0,40.0,52.0,57.0,42.0,Fremantle,Port Adelaide,1.16,5.17,2013-08-24
728,2013_R22_103_105,0,53630,0,2013,44,44,-5.0,96.0,-30.0,62.0,74.0,Carlton,Essendon,1.41,2.86,2013-08-24
729,2013_R22_108_115,0,17622,1,2013,48,12,-13.0,95.0,92.0,20.0,0.0,St Kilda,Gold Coast,1.74,2.06,2013-08-25
